mes,ipca,ipca_anterior,inflacao_eua,var_dolar,selic_anterior,var_ibc_br
2019-12-01,1.15,0.51,0.29122185210892493,-1.1011004816573244,0.38,-0.32762539450668093
2020-01-01,0.21,1.15,0.19216641534238743,0.9702465587306364,0.37,0.006690645749762858
2020-02-01,0.25,0.21,0.04746707213065804,4.616198418245121,0.38,0.14435664882750388
2020-03-01,0.07,0.25,-0.4528447444551498,12.504999882492584,0.29,-6.623048342046022
2020-04-01,-0.31,0.07,-0.7920147553434065,9.044607091269196,0.34,-9.107345370609066
2020-05-01,-0.38,-0.31,-0.08983252093487382,5.968645668640771,0.28,3.0471161551435255
2020-06-01,0.26,-0.38,0.4847499237691677,-7.9179472822008545,0.24,4.55158778480762
2020-07-01,0.36,0.26,0.5096443382793581,1.6085768453955707,0.21,2.6438416259384256
2020-08-01,0.24,0.36,0.3731343283582156,3.428702078207535,0.19,1.9133860833966398
2020-09-01,0.64,0.24,0.2626139536318739,-1.1306533758727033,0.16,1.994995585441095
2020-10-01,0.86,0.64,0.1238475828567287,4.191228088742127,0.16,2.039937619228982
2020-11-01,0.89,0.86,0.2274132890799363,-3.696466782234187,0.16,0.2148742868781861
2020-12-01,1.35,0.89,0.4346309661148906,-5.0250448078178245,0.15,0.16745772410287074
2021-01-01,0.25,1.35,0.24499608845809373,4.093967557368217,0.16,0.12739499050220537
2021-02-01,0.86,0.25,0.33956762230333837,1.1248448202881844,0.15,0.9351270677774748
2021-03-01,0.93,0.86,0.524320981565296,4.239889544760134,0.13,-3.4389460480397482
2021-04-01,0.31,0.93,0.6238653990587206,-1.4879671711532594,0.2,1.0683918040866214
2021-05-01,0.83,0.31,0.6635060424433847,-4.8736295890491,0.21,0.7003102041019726
2021-06-01,0.53,0.83,0.8461787818155431,-4.897932000266403,0.27,-0.2540566816041312
2021-07-01,0.96,0.53,0.4614747980816958,2.480169825442835,0.31,-0.35255309325374906
2021-08-01,0.87,0.96,0.2842925602144719,1.8425262786751606,0.36,0.6077046298939681
2021-09-01,1.16,0.87,0.4525517463950024,0.5326312913959574,0.43,-0.06488615083189986
2021-10-01,1.25,1.16,0.9638202329232071,4.930014836728325,0.44,0.5412718496040192
2021-11-01,0.95,1.25,0.8566262881938069,0.30469424077341767,0.49,1.6157917214269402
2021-12-01,0.73,0.95,0.6905230550805275,1.7011640449431376,0.59,0.31764828811258194
2022-01-01,0.54,0.73,0.6046039630400957,-2.075356954186336,0.77,-1.962410480117316
2022-02-01,1.01,0.54,0.6926379347568234,-6.099013825321387,0.73,1.0935191478253614
2022-03-01,1.62,1.01,1.115641476274165,-4.391295340604085,0.76,1.0767760931418735
2022-04-01,1.06,1.62,0.30833512934780316,-4.234095454143616,0.93,-0.09649066320981392
2022-05-01,0.47,1.06,0.9484996239963239,4.1411003923572665,0.83,0.20637069337052782
2022-06-01,0.67,0.47,1.2561019986405686,1.900273938901198,1.03,-0.12213442935545826
2022-07-01,-0.68,0.67,-0.014917428642136077,6.315085623963768,1.02,1.9107054119338773
2022-08-01,-0.36,-0.68,0.062391281496565476,-4.187434445325744,1.03,-0.3289477575830646
2022-09-01,-0.29,-0.36,0.42426727482827165,1.8212125266825696,1.17,0.05265143444743714
2022-10-01,0.59,-0.29,0.5594754832984217,0.25478263004414803,1.07,0.2756739875567682
2022-11-01,0.41,0.59,0.2614032556282231,0.46378302192253695,1.02,-0.70948765731641
2022-12-01,0.62,0.41,0.01539563433359259,-0.6108117470956631,1.02,-0.12475263451071639
2023-01-01,0.53,0.62,0.5314022594635093,-0.7963861323899701,1.12,-0.4735168015003399
2023-02-01,0.84,0.53,0.3428533386591992,-0.5574832359781956,1.12,2.970820813276509
2023-03-01,0.71,0.84,0.12307181953890023,0.769032738256481,0.92,0.001765560016253609
2023-04-01,0.61,0.71,0.3392739405144063,-3.678959528441794,1.17,0.8486179304393104
2023-05-01,0.23,0.61,0.1614687381333635,-0.735038442220759,0.92,-1.4961418837195817
2023-06-01,-0.08,0.23,0.224175331482801,-2.6344372439696007,1.12,0.034305076125940026
2023-07-01,0.12,-0.08,0.1957146710348745,-1.045710320377613,1.07,0.4482144635190588
2023-08-01,0.23,0.12,0.4835707415079771,2.139423258341311,1.07,-0.3994015488010261
2023-09-01,0.26,0.23,0.3900915440960384,0.6820888177582418,1.14,0.013952857101173777
2023-10-01,0.24,0.26,0.13668493471667986,2.589692447075187,0.97,0.32009047214272
2023-11-01,0.28,0.24,0.14689823722116024,-3.2874239505385816,1.0,0.7367667742516071
2023-12-01,0.56,0.28,0.1924399963653789,-0.022354511936706345,0.92,1.2497877408375269
2024-01-01,0.42,0.56,0.30996854969052023,0.3502061780747079,0.89,-0.3877954231120473
2024-02-01,0.83,0.42,0.40975401843086345,1.017297439759668,0.97,0.18857939377208144
2024-03-01,0.16,0.83,0.4431338373525273,0.3171694404569658,0.8,0.014215712546827852
2024-04-01,0.38,0.16,0.21706766556210955,2.9910927022150036,0.83,-0.012121757465699545
2024-05-01,0.46,0.38,0.04855873210594108,0.07705383019653844,0.89,0.8378305824403354
2024-06-01,0.21,0.46,-0.041829647960411886,4.985875837245124,0.83,1.0475300823006073
2024-07-01,0.38,0.21,0.16770805381991494,2.84048128052099,0.79,0.3384094120082448
2024-08-01,-0.02,0.38,0.1572221743858515,0.19064812517397556,0.91,0.13851780898539445
2024-09-01,0.44,-0.02,0.2133336729690294,-0.19895080804154253,0.87,0.7998546567099973
2024-10-01,0.56,0.44,0.2856398459641696,1.4895071006184812,0.84,0.1930864533532528
2024-11-01,0.39,0.56,0.28419261732848256,3.2529456485451913,0.93,-0.21928671668912658
2024-12-01,0.52,0.39,0.3399383308901438,4.993418043146081,0.79,-0.5770524093667295
2025-01-01,0.16,0.52,0.42726162139017365,-1.2343036164944698,0.93,0.6797103905852531
2025-02-01,1.31,0.16,0.22510589068882592,-4.253360910031012,1.01,0.5008694564634375
2025-03-01,0.56,1.31,0.03315826188146076,-0.3266672451080477,0.99,1.302544920555282
2025-04-01,0.43,0.56,0.16167112278562268,0.6414771030887723,0.96,-0.4169506063133599
2025-05-01,0.26,0.43,0.09928130327003792,-2.0106469626022583,1.06,-0.7257865919535811
2025-06-01,0.24,0.26,0.2541949971929469,-2.123213777075339,1.14,0.08954613445706361
2025-07-01,0.26,0.24,0.22835098853577485,-0.3346585828367332,1.1,-0.4606907808952121
2025-08-01,-0.11,0.26,0.3482644202266627,-1.4754024259723164,1.28,0.36802589815976283
2025-09-01,0.48,-0.11,0.2950901819104068,-1.459809635590803,1.16,-0.0717102706534134
2025-12-01,0.33,0.18,0.297788428704604,2.1015048580133033,1.05,0.20130626169483357
